,accuracy,precision,recall,f1score,AUC,AP
AGA,0.6627906976744186,0.6636856368563686,0.6634199134199135,0.6627450980392157,0.675595238095238,0.6569164419717414
AGBL2,0.6046511627906976,0.6001103143960287,0.5990180032733223,0.5992324561403508,0.6974904528096018,0.6215434076113625
AHR---Cluster2,0.6162790697674418,0.590457804743519,0.6051282051282051,0.5867190913062472,0.6737179487179488,0.8524969553234345
AJAP1---Cluster1,0.5930232558139535,0.5829268292682928,0.6028225806451613,0.5672178289000719,0.6391129032258065,0.4152826176484747
AK3L1---Cluster1,0.627906976744186,0.6304467733039162,0.627906976744186,0.6260869565217391,0.7203893996755003,0.7294043688152783
ALDH1A3---Cluster2,0.5465116279069767,0.5467391304347826,0.5465116279069768,0.5459591173683498,0.6284478096268253,0.6289522290326268
ALDH3B1---Cluster1,0.6627906976744186,0.5929802955665024,0.6042097998619738,0.5958515637660022,0.6963423050379571,0.40933539053563855
ALDH7A1,0.5465116279069767,0.5280112044817927,0.5282805429864253,0.5280709159983116,0.6114253393665158,0.46152537258940807
ALOX5AP,0.5813953488372093,0.5685636856368563,0.5993715632364494,0.5392857142857143,0.641005498821681,0.8589835845178591
AMICA1---Cluster1,0.6627906976744186,0.6349342481417953,0.6404761904761904,0.6368137469054901,0.7119047619047619,0.5294059139053181
AMIGO2,0.6162790697674418,0.6184782608695653,0.6181571815718157,0.6162271805273833,0.6775067750677507,0.6871914974426692
AMT---Cluster1,0.5697674418604651,0.5734649122807017,0.5726287262872629,0.569243265195614,0.5804878048780487,0.5911874602263504
